	S0	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17
F253	615325.391694884	1483180.1715102	973559.919194265	1521459.38488298	2126599.46655094	2437177.62312391	1339723.52265651	2932278.53812703	2301762.54241119	1949073.33704868	1100665.07727152	3827238.58020768	2814117.09172364	2572588.79690251	3176290.26596032	1193419.9561202	834295.221283775	1335633.3696452
F254	1944342.61900269	2143801.09917398	35531.2008409629	1875501.76217553	1113873.62489953	3235171.15743967	3019200.71040198	3704313.13658334	3486572.98903334	2914705.96898562	2498166.8275801	2869567.61080831	88482.6773935031	2916793.61626472		1926218.4528144	1574263.13089541	2364266.30991663
F255	322422.726642534	302490.403945363	269664.30030361	186103.128593968	198143.484466834	494662.504443813	536666.795294625	2056450.26642477	1210902.30258393	1690166.52610737	685408.077016592	3288025.52948547	2699220.84804276	3789875.35397772	3285136.32075133	355177.701824723	384252.04674054	427308.286535814
F256	505877.752397373	1727076.67745362	852882.594298933	775626.823487923	535200.413877252	2400482.43787142	1608838.39139543	3718328.23832373	1773583.37104238	1913432.62654917	1208229.57591449	1789752.03954741	1676671.81943323	2958780.58225498	884707.560646297	597475.871437351	557311.278583019	843831.838223603
F257	1935205.87285262	721763.401061645	2024890.09610695	1272835.5795102	742531.177562412	1009191.41458961	917152.905473349	2123474.25096858	1661180.72543055	960495.549227027	1493899.26136376	1218252.40795164	2295195.92919102	2766687.55443751	2512652.40250182	1478733.16010514	1190611.09386109	1566045.08185012
F258	575641.842027654	332878.994309567	541765.625077114	346559.073744469	228441.649767383	490691.178506946	659762.693009045	2044353.79832204	1217302.72416202	1753515.57219138	768696.164516884	2483721.62846013	2637980.99675182	3624865.36408042	2503616.61133895	264499.574843076	302951.116739972	160712.838319907
F259	784137.05950847	2354784.46102235	1343730.35809621	2592648.02350543	864110.962528169	2061585.50191404	2940449.40139056	3184173.90713157	2501399.60761726	2705415.27745818	2490241.29000759	2452353.1335937	2672942.14518612	3534047.11269104	1740790.86443527	1922429.00828271	1112190.03439505	2279393.90410031
F260	1463892.84286374	3005180.47036662	1514755.79250183	1894254.65508032	1156783.72786059	1101526.10098789	2173387.82653284	2873944.90965505	2631922.46058857	2502897.44407717	1752447.25369934	1590423.63297287	1539956.03340101	1723768.24596049	977554.676479127	881146.805043217	1490955.31027353	2155770.57478966
F261	1339706.72620902	910792.263853886	1060817.13144113	1111193.85978871	1049613.97339594	967194.617723063	882271.785081075	1541767.69770413	1729473.31285384	2125926.81650316	1312676.65172675	1429577.4712727	1465439.29142448	1456033.0908109	1255462.43904323	1188655.98999403	1300326.2035456	1853283.72981126
F262	2273982.76515422	2045643.22889992	2766857.09564638	2359094.919309	3101411.67470711	2970059.43551927	1414868.43545547	2786570.52061268	2328342.6640321	2958484.20382901	1430573.64979819	3565974.18449212	1748431.33451689	2375102.30558748	1765662.76919838	2162752.46621429	2166921.32719999	2436081.0260148
F263	3035230.81317715	1330762.64648923	3556320.41186159	1926643.33730572	1795365.29743395	2725904.96074685	1004524.88557629	2282376.57408648	1657786.52565621	1344261.89026809	1230168.71217066	3039411.88280451	1527773.02151733	2073633.75068616	1441545.53670656	1790156.59457098	1695771.38839057	1587167.20804377
F264	1434970.15057568	354472.933475315	1157023.00593419	506188.600299268	1869170.88713847	420525.506880994	539796.474838877	1774715.74244411	1441019.71132199	2025721.33524441	1357266.70807792	1769842.80990961	1484727.86297852	1355712.4896051	1281062.3162714	1288006.86132153	927573.273633434	1362331.36337062
F265	1700817.85568452	2586936.6767132	1952168.44799661	2353212.26230312	1340397.33457613	2304291.01466233	2948014.58305246	2852519.92038726	3377699.29501752	2851031.81422606	2770290.43077607	3023287.52824612	3093463.94497915	3525377.01881471	1941054.59154517	1531649.42329272	1725271.21659925	2067685.93558352
F266	1437596.47960748	2475482.64456572	1545872.30138495	2189195.26597332	2052201.76068801	2840100.24735265	734884.247632515	1645894.92767396	1537890.14604371	1478109.68075828	670971.464969078	1519591.8997987	817755.577317669	1519637.72695263	375964.336181892	2182671.1666451	2706842.46818858	3435002.46080625
F267	2198630.40007105	344497.152814968	1337421.49176265	860268.73175118	613097.964066311	138642.524985694	1434212.52938153	373257.589201734	1317474.40697573	1120032.24853569	2187402.12071588	105843.535701508	1693956.42802375	1110555.13705858	1318191.82600218	1819486.48996857	1884294.82028691	1813847.08504414
F268	83041.9817101966	1346313.45563446	30896.5120194071	1819448.60556777	2602053.64805612	2469886.88230092		2212788.84745113	1385307.32998468	2342901.72524781	647239.518825694	3491569.12278784	1274642.85655253	2224840.48955827	11720.9475100726	2170902.30696339	2195440.43795715	1970626.33345591
F269	1451003.56563459	1812944.35761909	1425965.33829025	1399346.55682891	1384981.69204313	1838206.27051142	1742078.45454261	2585589.04949723	2151049.14880553	1987176.10550903	1645543.2442592	2824666.03306604	1575953.03735309	1629810.24234028	1474764.43487206	1491100.51117647	1711123.72174363	1310040.89399239
F270	2528938.76352983	2796082.26806814	1783183.88989843	1832820.28409256	1360009.12980228	786389.052580715	3391742.77906891	1107331.41852576	3044602.72550206	1407671.19990354	2743662.96460752	1484510.3741776	2496852.11376232	2475946.24717189	1564187.76882501	2046272.27623103	2539658.07228845	1899003.46207452
F271	1364249.75163283	1730846.40247429	1354721.20942073	1316200.10564227	1338412.54081409	1803428.80660273	1667721.76017637	2539160.70447511	2128421.13316934	1932111.50172707	1593285.99687837	2676050.52249007	1503542.68605228	1518502.59708038	1366886.73747256	1392666.49291506	1687227.98859018	1211989.12743883
F272	2069884.65343668	905372.805901695	1417637.83536373	1184765.0219898	612796.861588981	681796.043161338	1711761.46808119	2238699.60553742	2430028.46411374	1030632.84949441	2554395.47046901	799342.608489101	2149389.3076389	2333858.13186709	1690245.28929732	1826249.93608009	1435628.51769619	1928572.74820625
F273	815931.518892652	1139723.55638245	1222605.90924851	1230384.48055744	3183966.94295758	1401665.54910869	788572.233190057	1360761.84669953	1283375.14860558	3350979.17736127	1763204.43046906	1961127.5681501	1129855.15637757	1615201.06530353	1053271.01464929	1279258.62653758	1142596.54223017	1360778.69989159
F274	671405.651093711	758693.866359705	896688.773748913	899214.695261468	1409821.53018199	393242.587845427	1175204.48708942	1793683.10087178	1639701.46842775	2085155.47228086	1434620.1411749	2158512.19805017	1995528.83453345	1928478.22590106	948322.13088648	634607.229573686	388887.46158002	484986.561484238
F275	1728759.68725437	2703039.97941772	1728492.56825879	1912229.54145567	1231139.56044976	793003.504075253	2571332.54903507	1270881.46051507	2920542.97049868	1418034.94255842	2650525.48146464	1642432.01791336	2730451.69239553	3350289.14722334	1975401.11559439	1763978.34942861	1637293.33579864	1546759.53766981
F276	453103.893780094	785035.252866765	510087.579743035	1308321.33742354	905235.425311068	2810816.82947146	638264.223449404	3346718.82271794	1605037.43208267	1083550.36344664	986764.471871883	2261753.50164559	974645.079952395	1246471.01597851	784716.214262655	1074391.41978407	1090475.8200742	1382846.77470603
F277	972386.410013051	3342530.85980381	1525366.32403034	1942573.37452873	914528.310773463	2388020.37005688	2644741.20349183	2868428.81331788	2261261.12225242	1906994.36933477	2135903.83275317	1309669.84098209	1707402.0490459	2401622.93757839	843261.538184214	1595424.51654083	1291020.80441471	1847004.88685217
F278	1721027.58226066	2759722.8135651	1113262.71748681	1297850.09570112	1488130.53855888	860195.634130969	1426747.71940332	1171928.46756602	2152811.30385247	1419204.49465692	1502625.10492999	1185660.10139862	1234495.91633742	1322660.03259146	798296.123157001	1719216.91576903	2638955.24275739	1420263.80286705
F279	1065032.13913924	880982.375605548	776200.181599977	821788.920156532	1339722.34613961	524526.372998601	645155.482700199	1008182.05257811	1091188.05540024	1138401.75809472	736532.219721203	1210680.769173	970219.75010188	1044934.19845893	927878.240075607	1074074.37821492	1064045.61467543	866113.755087685
F280	451407.44188506	729849.952019402	660077.943950176	891742.247760069	1005959.85689053	3287061.57495838	368212.354001877	951631.108941389	671243.339636435	674216.856002702	325947.133514169	1213611.24592718	596381.810113158	2197460.94581896	478445.928673409	1001577.02326862	848160.872166954	961337.538962795
F281	115726.859123205	245561.001544995	136612.802174815	346407.025469097	154531.471995954	3150433.57483275	194644.978215841	3253209.06106775	936289.307088148	1632128.48044822	209353.765068221	1626091.17088561	259084.895189079	353474.652721085	160844.322697129	166525.952810035	212063.846683072	1215741.33192798
F282	279029.574217482	384011.477011813	280236.582303152	445756.399423246	314612.721740313	3237886.43912583	334268.033176005	3186525.12026939	828271.388038233	2020664.06150627	292030.145590344	1852699.28553004	534580.07400957	763782.899093212	485649.962372266	360868.592454823	309736.28915218	926288.547750722
F283	2266578.07430072	934223.133709611	1374088.46965799	863063.16803679	804571.568030317	608088.198773997	1389737.12061811	1209945.46497109	1380681.4272785	1252037.78158404	2064273.95849121	512710.559723279	1773651.92910718	1184275.54623037	1516094.31776701	1700454.39711838	1719239.72077868	1688509.03416501
F284	341639.826735593	959246.581952687	373788.320708321	239091.500063056	212368.101645368	960611.119103914	3235090.61645802	2593963.04216819	2269136.71781519	1779113.53811888	1154626.04943357	792290.237630704	1652389.45296951	1898855.55541167	582568.084859426	191096.263482447	214135.884239143	257928.175354604
F285	1774309.32276055	1712794.66991841	2096323.83290549	1944924.37424261	2481813.17606266	2149437.31437639	1669965.13207002	2419720.60102769	2028164.41319952	3034212.76670659	1720514.26717506	3218567.25171767	1748105.56401928	2360083.92625801	2063966.09994559	1873197.82664619	1781040.61256672	2172656.7381694
F286	1677424.38412591	2666398.4733467	1584774.7942205	1832560.41942112	1204818.73786304	2626410.76925172	2603946.12443881	2955743.68405416	3213089.03435797	2542300.06786661	2421926.24728283	2707720.52083479	2453939.16086397	2686279.15919798	1583758.65518682	1270368.64504532	1391968.83490897	1831368.50178036
F287	626359.923515655	740954.514423871	765843.254560576	1529169.50577906	1180766.96979677	2960442.04093325	600185.752546865	3212355.76912147	1488434.43977524	1287824.51647385	660538.370132964	2571239.57290926	1031702.99963211	1510058.90363214	1314550.80711123	1228994.19854062	1207875.36022646	1248302.61678371
F288	1236445.06153174	1774627.31850999	1570071.99676452	2069082.09828431	2269103.68375187	2650290.54161265	589771.086132261	1936913.73106767	1678559.39532763	2290747.34950147	1351763.73476214	3183854.02114541	1581267.15889162	642927.796142978	608704.427186379	2138163.79080911	2119448.58223065	1980759.01279121
F289	800765.244762051	1462178.93543785	1533232.45078586	1243161.0834869	1534634.2794171	1833866.28815037	1540797.33514868	1962591.24773125	2571744.86931029		1023128.59318453	1607688.53128739	1309533.87705912	3142737.22467705	1120634.14963524	1015346.62018027	1103925.60493553	2230610.51797936
F290	471271.684371103	357871.158682072	366341.154212672	326494.419038128	802692.024896558	218481.035779744	364451.582124618	502814.711756051	490273.114418922	529116.451077374	466829.592551138	567867.989190503	390518.140562798	357568.450442117	353321.45437786	456724.711018804	386713.395799562	499125.966611171
F291	1035970.02546415	2357729.79405705	1376154.24659294	1644087.64981565	975298.348788969	2010170.36716353	2150705.7688672	2667464.09297539	2681949.26106894	2215204.75499962	1885856.509575	1965603.60224617	2211021.88498968	3079709.25465339	1312750.58506886	1534904.80122071	1444211.49565749	2214475.54032276
F292	753638.92884345	2403593.15739742	951829.509903083	1989626.34189888	1034975.8554201	2721164.00923817	802375.820347346	1422737.50330508	2244464.43814108	2157237.22717812	632256.561887632	1286529.5410951	883595.704254933	2373963.70860861	769727.236965655	1116105.71622655	1061350.11167562	1149395.84463723
F293	1036241.60250087	1532748.70487609	1097918.94800567	1571743.79718549	842680.429033933	1405896.58034237	1167841.17888345	2028120.22190182	1869310.07588779	1647601.42764743	1470707.08724776	1882461.84334341	1100444.52444478	1657920.68385355	795786.143447875	1462932.568715	1535447.24108831	2030163.66919357
F294	2198811.77039124	2893316.88789467	1908860.14278264	1108637.09045013	1335981.82989922	2665801.61970407	1373561.59995795	1826492.2472461	2816164.0769117	3051056.8317068	1073285.1374655	1683396.95589515	1560580.23011942	2178352.72549381	1226449.58412149	1282815.17644334	2268772.69340063	1458188.78032958
F295	3036002.0658563	596021.454132055	1621331.33064199	391359.676187847	419311.560314127	363253.306949178	588135.939691821	402662.696247934	340745.011479896	601460.751972084	1162816.83854563	186065.754292596	578277.597837864	522039.207747757	366058.225821665	649167.906799276	755100.405674799	365273.621830038
F296	249327.574939936	1038646.09715967	1223010.52720183	839616.817040585	1489923.131351	1650630.16995182	547357.021376868	2113586.21497856	1379821.94800289	1729929.21184452	514627.638934276	1689098.34860444	771056.686304851	1474525.08372617	721701.403243006	767906.463116638	696549.839433343	944765.424373521
F297	2880268.70809822	2636653.52913691	2452710.01111465	2229996.31360734	2612493.17120243	2041741.93237784	2564749.24672892	2518466.18710384	2638027.81188037	2681275.74731492	2475697.38008895	2319290.81697426	2766572.5646139	2580147.69020396	2656370.36049108	2561082.64015538	2444493.57829435	2380714.36241747
F298	395885.11105647	50413.5909624646	231478.053578226	1123481.29469369	278718.160750799	451459.388813838	300159.058730482	55345.5862049067	357452.151949841	803161.272345515	31151.5056918351	1155366.7424361	46053.8468154274	674672.007328368	310912.246712652	1468810.5239451	504381.683510455	2998197.29946662
F299	968162.088292873	511970.209987858	665010.954476815	509561.176394707	896938.731848279	557490.841543164	1143453.31953282	2156063.45172209	1718839.61270275	2472693.46759514	1340935.84138097	2493603.42811476	2250366.52805052	2815791.80481415	2024713.04416939	364437.863053209	468390.082436447	374261.453247661
F300	1205491.59713813	680168.592985889	1008155.16159492	769588.135365709	604906.425564495	670946.478120681	1151972.01808186	2027109.5204274	1668395.48495707	972216.323483637	1500688.15488777	1216570.07438955	1916305.89324711	2370125.07880151	1970907.88029118	834425.619691316	555200.539280837	883882.071238417
F301	1155119.79229218	549227.268574809	389166.343192121	865771.264819163	541204.791519307	647810.839458877	387076.400873508	717962.414524214	404781.98315256	914601.041252088	2936744.76772491	896844.488116308	485024.743266639	547414.926396015	593016.240687043	576863.26083949	502591.510887831	313010.16308624
F302	2512699.9743707	1043381.62127064	2177681.24427109	1443444.27292554	1604009.82600164	1146540.89975533	2184520.76324438	2241311.30418176	1699781.01028632	1450110.2942619	2929789.43254448	1202790.64330798	2172013.18908907	1707295.29626304	2473754.86993794	1469382.41599707	1019238.59854932	1628899.37049984
